cohort,acad_year,term,year_level,room,student_id,GEN223 DISASTER PREPAREDNESS,INT102 WEB TECHNOLOGY,INT20101 JAVASCRIPT PROGRAMMING,INT203 CLIENT-SIDE WEB PROGRAMMING II,INT204 SERVER-SIDE WEB PROGRAMMING II,INT206 ADVANCED DATABASE,INT208 NETWORK II,INT209 DEVOPS,"INT210 ARCHITECTURE, INTEGRATION AND DEPLOYMENT",INT221 INFORMATION TECHNOLOGY INTEGRATED PROJECT I,LNG308 TECHNICAL REPORT WRITING,SSC262 LEARNING DEVELOPMENT,INT103 ADVANCED PROGRAMMING,INT200 DATA STRUCTURE & ALGORITHM,GEN121 LEARNING AND PROBLEM SOLVING SKILLS,INT202 SERVER-SIDE WEB PROGRAMMING I,LNG202 BASIC READING FOR SCIENCE AND TECHNOLOGY,CSS423 CYBERSECURITY,GEN201 ART AND SCIENCE OF COOKING AND EATING,GEN211 THE PHILOSOPHY OF SUFFICIENCY ECONOMY,GEN224 LIVEABLE CITY,GEN301 HOLISTIC HEALTH DEVELOPMENT,GEN311 ETHICS IN SCIENCE-BASED SOCIETY,GEN321 THE HISTORY OF CIVILIZATION,GEN341 THAI INDIGENOUS KNOWLEDGE,GEN352 TECHNOLOGY AND INNOVATION FOR SUSTAINABLE DEVELOPMENT,GEN353 MANAGERIAL PSYCHOLOGY,GEN411 PERSONALITY DEVELOPMENT AND PUBLIC SPEAKING,GEN412 SCIENCE  AND  ART  OF  LIVING  AND  WORKING,INT101 PROGRAMMING FUNDAMENTALS,INT20102 JAVASCRIPT IN THE BROWSER,INT205 DATABASE MANAGEMENT SYSTEM,INT207 NETWORK I,INT214 STATISTICS FOR INFORMATION TECHNOLOGY,INT222 INFORMATION TECHNOLOGY INTEGRATED PROJECT II,INT305 SEMI-STRUCTURED AND UNSTRUCTURED DATA MANAGEMENT,INT307 SECURITY I,INT314 APPLIED MATHEMATIC FOR DATA SCIENCE,INT321 INFORMATION TECHNOLOGY SEMINAR I,INT361 RESEARCH PROJECT I,INT365 INFORMATION TECHNOLOGY CAPSTONE PROJECT I,INT371 EXPERIENTIAL LEARNING PROJECT I,INT421 APPLIED MACHINE LEARNING,INT510 SELECTED TOPIC IN SOFTWARE DEVELOPMENT : AGILE SOFTWARE DEVELOPMENT,INT540 SELECTED TOPIC IN INFORMATION TECHNOLOGY : BUSINESS FINANCE AND DATA ANALYTICS,INT540 SELECTED TOPIC IN INFORMATION TECHNOLOGY : MANAGEMENT INFORMATION SYSTEMS,INT540 SELECTED TOPIC IN INFORMATION TECHNOLOGY : DIGITAL STARTUP AND ENTREPRENEURSHIP,LNG224 ORAL COMMUNICATION I,LNG251 SPEAKING SKILLS IN THAI,LNG252 WRITING SKILLS IN THAI,LNG270 GERMAN I,LNG272 JAPANESE I,LNG275 CHINESE I,LNG281 BASIC KOREAN,LNG320 CONTENT-BASED ENGLISH LEARNING,LNG422 READING APPRECIATION,LNG425 INTERCULTURAL COMMUNICATION,SSC162 SOCIETY AND CULTURE,SSC210 MAN AND ETHICS FOR QUALITY OF LIFE,SSC221 AESTHETICS,SSC251 INTRODUCTION TO JURISPRUDENCE,SSC281 INTRODUCTION TO ECONOMICS,SSC291 MAN AND ENVIRONMENT,GEN231 MIRACLE OF THINKING,INT114 DISCRETE MATHEMATICS FOR INFORMATION TECHNOLOGY,INT201 CLIENT-SIDE WEB PROGRAMMING I,INT339 PREPARATION FOR CAREER TRAINING,INT350 COOPERATIVE STUDY,INT370 WORK INTEGRATED LEARNING,GEN332 SCIENCE STORYTELLING,GEN351 MODERN MANAGEMENT AND LEADERSHIP,GEN441 CULTURE AND EXCURSION,INT308 SECURITY II,INT319 IT PROFESSIONAL PRACTICE,INT322 INFORMATION TECHNOLOGY SEMINAR II,INT366 INFORMATION TECHNOLOGY CAPSTONE PROJECT II,INT372 EXPERIENTIAL LEARNING PROJECT II,INT432 INFORMATION TECHNOLOGY SERVICES MANAGEMENT,INT511 SELECTED TOPIC IN SOFTWARE DEVELOPMENT : FULL STACK WEB DEVELOPMENT,INT521 SELECTED TOPIC IN DATA SCIENCE/DATA ENGINEERING : DATA VISUALIZATION,INT540 SELECTED TOPIC IN INFORMATION TECHNOLOGY : LOGISTICS AND SUPPLY CHAIN MANAGEMENT,LNG250 THAI FOR COMMUNICATION AND CAREERS,LNG276 CHINESE II,LNG304 MEETING AND DISCUSSIONS,LNG332 BUSINESS ENGLISH,SSC232 BEHAVIOR MODIFICATION,INT340 CAREER TRAINING,INT492 SPECIAL TOPICS II : BLOCKCHAIN ENGINEERING,FRA121 ELECTRONIC CIRCUITS FOR ROBOTICS AND AUTOMATION ENGINEERING,FRA130 GENERAL PHYSICS FOR ROBOTICS AND AUTOMATION ENGINEERING,FRA131 BASIC MECHANICS FOR ROBOTICS AND AUTOMATION ENGINEERING,FRA142 COMPUTER PROGRAMMING FOR ROBOTICS AND AUTOMATION ENGINEERING II,FRA163 ROBOTICS STUDIO I: SCIENCE IN MOTION,GEN111 MAN AND ETHICS OF LIVING,INT104 USER EXPERIENCE DESIGN,INT105 BASIC SQL,INT107 COMPUTING PLATFORMS TECHNOLOGY,LNG220 ACADEMIC ENGLISH,MTH102 MATHEMATICS II,SSC290 ENVIRONMENT AND DEVELOPMENT,GEN226 SMALL THINGS WE CALL POLYMERS,GEN241 BEAUTY OF LIFE,GEN421 INTEGRATIVE SOCIAL SCIENCES,INT491 SPECIAL TOPICS I : INTRODUCTION TO DATA ANALYTICS AND BIG DATA,INT491 SPECIAL TOPICS I : STUDY OF HUMAN RESOURCE MANAGEMENT INFORMATION SYSTEM,INT362 RESEARCH PROJECT II,INT440 BUSINESS PROCESS MANAGEMENT,INT520 SELECTED TOPIC IN DATA SCIENCE/DATA ENGINEERING : DATA VISUALIZATION,LNG273 JAPANESE II,SSC333 INDUSTRIAL AND ORGANIZATION PSYCHOLOGY,SSC233 FAMILY RELATIONS,GEN101 PHYSICAL EDUCATION,INT100 INFORMATION TECHNOLOGY FUNDAMENTALS,LNG120 GENERAL ENGLISH,INT531 SELECTED TOPIC IN INFRASTRUCTURE : SMART NETWORKING AND INTELLIGENT INFRASTRUCTURE WORKSHOP,SSC337 TEAM WORKING,FRA141 COMPUTER PROGRAMMING FOR ROBOTICS AND AUTOMATION ENGINEERING I,FRA161 ROBOTICS EXPLORATION,FRA162 ENGINEERING SKILLS FOR ROBOTICS,MTH101 MATHEMATICS I,GEN232 COMMUNITY BASED RESEARCH AND INNOVATION,LNG328 BASIC TRANSLATION,SSC211 GENERAL PHILOSOPHY,INT491 SPECIAL TOPICS I : MULTIMEDIA TECHNOLOGY,INT492 SPECIAL TOPICS II : BUSINESS FINANCE AND DATA ANALYTICS,INT492 SPECIAL TOPICS II : DEVSECOPS,GEN354 DIGITAL PRODUCT INNOVATION AND COMMERCIALIZATION,INT530 SELECTED TOPICS IN INFRASTRUCTURE : INTERNET SECURITY (HANDS-ON APPROACH),INT540 SELECTED TOPICS IN INFORMATION TECHNOLOGY : DECISION SUPPORT SYSTEMS,LNG323 ENGLISH FOR DIGITAL SERVICE  INNOVATION,SSC263 DEVELOPING LEADERS,INT420 BIG DATA ANALYTICS,INT491 SPECIAL TOPICS I : APPLIED COMPUTER VISION
62,2563,2,4,A,A589,0,0,0,4,4,3.5,4,4,3,4,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2563,2,4,A,A097,0,0,0,2.5,2.5,2.5,2.5,1,2.5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2563,2,4,A,A420,0,0,0,2,1.5,2.5,2.5,2,2.5,4,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2563,2,4,A,A119,0,0,0,2.5,3,2.5,3,2,3.5,4,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2563,2,4,A,A191,0,0,0,2,1.5,3,3,2.5,3.5,4,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2563,2,4,A,A052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2563,2,4,A,A189,0,0,0,2,2.5,3,3,2.5,2,4,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2563,2,4,A,A154,0,0,0,3,2.5,2.5,2.5,2,2,4,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2563,2,4,A,A656,0,0,0,3,2,3,3,3.5,3.5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2563,2,4,A,A268,0,0,0,3,3.5,4,3,2,2,4,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2563,2,4,A,A663,0,0,0,4,4,3,3.5,4,4,4,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2563,2,4,A,A100,0,0,0,3.5,2,3,3.5,2.5,2,4,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2563,2,4,A,A373,0,0,0,2.5,2.5,3.5,2,2.5,3.5,4,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2563,2,4,A,A274,0,0,0,3.5,3.5,3.5,2.5,4,4,4,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2563,2,4,A,A174,0,0,0,3,3,3,3,4,2,4,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2563,2,4,A,A417,0,0,0,3.5,3.5,2.5,2,3.5,2.5,4,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2563,2,4,A,A311,0,0,0,0,2.5,3.5,2.5,2,3,4,3,0,1.5,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2563,2,4,A,A531,0,0,0,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2563,2,4,A,A661,0,0,0,3,2,3.5,2.5,2,3.5,4,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2563,2,4,A,A410,0,0,0,2.5,1.5,3,3,4,2.5,4,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2563,2,4,A,A035,0,0,0,2.5,2,3,2.5,2.5,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2563,2,4,A,A630,0,0,0,2.5,2,3,2.5,2.5,3,4,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2563,2,4,A,A259,0,0,0,2.5,2.5,2.5,3,2.5,3.5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2563,2,4,A,A385,0,0,0,2.5,3,3.5,3,3,3,4,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2563,2,4,A,A184,0,0,0,3.5,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2563,2,4,A,A424,0,0,0,2.5,1.5,2,3.5,1,2.5,4,1.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2563,2,4,A,A013,0,0,0,3.5,3.5,3.5,3,2.5,3.5,4,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2563,2,4,A,A606,0,0,0,4,3,3.5,3,4,3.5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2563,2,4,A,A076,0,0,0,1,1.5,2.5,2.5,2.5,2.5,4,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2563,2,4,A,A009,0,0,0,1.5,2,2,2.5,2,2.5,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2563,2,4,A,A490,0,0,0,4,4,3,2.5,3.5,3.5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2563,2,4,A,A217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2563,2,4,A,A045,0,0,0,2,2,3.5,2.5,1,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2563,2,4,A,A502,0,0,0,2.5,3.5,3,2.5,4,3.5,4,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2563,2,4,A,A093,0,0,0,2.5,3.5,3.5,3,3.5,3.5,4,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2563,2,4,A,A655,0,0,0,3,2.5,4,2.5,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
